pid,tid,name,purl,text
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,湖北职业技术学院附属惠济医院,https://db.yaozh.com/hmap/32475.html,湖北职业技术学院附属惠济医院|	|二级甲等||综合医院||湖北省||孝感市||孝南区||100||孝感市环城路78号
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,孝感市第一人民医院,https://db.yaozh.com/hmap/32478.html,孝感市第一人民医院|	|二级甲等||综合医院||湖北省||孝感市||孝南区||368||孝感市孝南区环城路215号
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,兴山县人民医院,https://db.yaozh.com/hmap/32824.html,兴山县人民医院|	|二级甲等||综合医院||湖北省||宜昌市||兴山县||260||兴山县古夫镇香溪大道23号
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,宣恩县人民医院,https://db.yaozh.com/hmap/32990.html,宣恩县人民医院|	|二级甲等||综合医院||湖北省||恩施土家族苗族自治州||宣恩县||200||宣恩县珠山镇群益巷8号
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,阳新县人民医院,https://db.yaozh.com/hmap/33278.html,阳新县人民医院|	|二级甲等||综合医院||湖北省||黄石市||阳新县||316||阳新县儒学路33号
1__二级甲等_综合医院__湖北省_4_30,二级甲等_综合医院_湖北省_4,三峡大学葛洲坝中心医院夷陵山分院,https://db.yaozh.com/hmap/33365.html,三峡大学葛洲坝中心医院夷陵山分院|	|二级甲等||综合医院||湖北省||宜昌市||夷陵区||120||宜昌市平湖路8号附36|
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,玉溪市江川区中医院,https://db.yaozh.com/hmap/3730.html,|玉溪市江川区中医院|	|未定级||中医医院||云南省||玉溪市||江川区||80||玉溪市江川区旅游大道
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,个旧市中医院,https://db.yaozh.com/hmap/22717.html,个旧市中医院|	|未定级||中医医院||云南省||红河哈尼族彝族自治州||个旧市||100||个旧市人民路27号
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,开远市中医院,https://db.yaozh.com/hmap/25585.html,开远市中医院|	|未定级||中医医院||云南省||红河哈尼族彝族自治州||开远市||112||开远市灵泉西路239号
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,云南中医学院第二附属医院,https://db.yaozh.com/hmap/25691.html,云南中医学院第二附属医院|	|未定级||中医医院||云南省||昆明市||官渡区||130||昆明市
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,怒江州中医院,https://db.yaozh.com/hmap/26839.html,怒江州中医院|	|未定级||中医医院||云南省||怒江傈僳族自治州||泸水市||50||泸水市六库镇
1__未定级_中医医院__云南省_1_30,未定级_中医医院_云南省_1,德宏州中医院,https://db.yaozh.com/hmap/27151.html,德宏州中医院|	|未定级||中医医院||云南省||德宏傣族景颇族自治州||芒市||125||芒市友谊路下段|
1__三级丙等_综合医院__北京市_1_30,三级丙等_综合医院_北京市_1,北京公安医院,https://db.yaozh.com/hmap/2189.html,|北京公安医院|	|三级丙等||综合医院||北京市||北京市||东城区||500||北京市东城区银闸胡同25号|
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市平谷区第二医院,https://db.yaozh.com/hmap/20487.html,|北京市平谷区第二医院|	|二级甲等||综合医院||北京市||北京市||平谷区||100||北京市平谷区王辛庄镇校园路3号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,首都医科大学燕京医学院附属平谷区医院,https://db.yaozh.com/hmap/20489.html,首都医科大学燕京医学院附属平谷区医院|	|二级甲等||综合医院||北京市||北京市||平谷区||960||北京市平谷区新平北路59号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市石景山医院,https://db.yaozh.com/hmap/20490.html,北京市石景山医院|	|二级甲等||综合医院||北京市||北京市||石景山区||600||北京市石景山路24号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,清华大学第二附属医院清华大学玉泉医院,https://db.yaozh.com/hmap/20498.html,清华大学第二附属医院清华大学玉泉医院|	|二级甲等||综合医院||北京市||北京市||石景山区||500||北京市石景山区石景山路5号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市顺义区妇幼老年保健院,https://db.yaozh.com/hmap/20512.html,北京市顺义区妇幼老年保健院|	|二级甲等||综合医院||北京市||北京市||顺义区||120||北京市顺义区中山南街6号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,中国人民解放军第二六三医院,https://db.yaozh.com/hmap/20520.html,中国人民解放军第二六三医院|	|二级甲等||综合医院||北京市||北京市||通州区||500||北京市通州区永顺西街87号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京印钞厂医院,https://db.yaozh.com/hmap/20522.html,北京印钞厂医院|	|二级甲等||综合医院||北京市||北京市||西城区||22||北京市西城区白广路26号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市国营五四一医院,https://db.yaozh.com/hmap/20523.html,北京市国营五四一医院|	|二级甲等||综合医院||北京市||北京市||西城区||500||北京市西城区白纸坊西街3号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市西城区广外医院,https://db.yaozh.com/hmap/20533.html,北京市西城区广外医院|	|二级甲等||综合医院||北京市||北京市||西城区||100||北京市西城区广外大街三义里2号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市第二医院北京市西城区老年医院,https://db.yaozh.com/hmap/20541.html,北京市第二医院北京市西城区老年医院|	|二级甲等||综合医院||北京市||北京市||西城区||286||北京市西城区宣内油坊胡同36号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市健宫医院,https://db.yaozh.com/hmap/20543.html,北京市健宫医院|	|二级甲等||综合医院||北京市||北京市||西城区||457||北京市西城区儒福里6号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市西城区展览路医院,https://db.yaozh.com/hmap/20546.html,北京市西城区展览路医院|	|二级甲等||综合医院||北京市||北京市||西城区||190||北京市西城区西外大街桃柳园西巷16号
1__二级甲等_综合医院__北京市_2_30,二级甲等_综合医院_北京市_2,北京市博仁医院,https://db.yaozh.com/hmap/20552.html,北京市博仁医院|	|二级甲等||综合医院||北京市||北京市||西城区||200||北京市西城区右安门东街9号|
1__三级乙等_专科医院__广西壮族自治区_1_30,三级乙等_专科医院_广西壮族自治区_1,柳州卫校附属医院,https://db.yaozh.com/hmap/1894.html,|柳州卫校附属医院|	|三级乙等||专科医院||广西壮族自治区||柳州市||鱼峰区||400||柳州市箭盘路17号|
1__二级甲等_中西医结合医院__黑龙江省_1_30,二级甲等_中西医结合医院_黑龙江省_1,哈尔滨市道外区中西医结合医院,https://db.yaozh.com/hmap/23210.html,|哈尔滨市道外区中西医结合医院|	|二级甲等||中西医结合医院||黑龙江省||哈尔滨市||道外区||84||哈尔滨市道外区北环十七道街55号
1__二级甲等_中西医结合医院__黑龙江省_1_30,二级甲等_中西医结合医院_黑龙江省_1,哈尔滨市中西医结合医院,https://db.yaozh.com/hmap/23248.html,哈尔滨市中西医结合医院|	|二级甲等||中西医结合医院||黑龙江省||哈尔滨市||南岗区||69||哈尔滨市南岗区宽城子6号
1__二级甲等_中西医结合医院__黑龙江省_1_30,二级甲等_中西医结合医院_黑龙江省_1,克山县中西医结合医院,https://db.yaozh.com/hmap/25638.html,克山县中西医结合医院|	|二级甲等||中西医结合医院||黑龙江省||齐齐哈尔市||克山县||85||克山县南大直街一段|
1__二级甲等_妇幼保健院__辽宁省_1_30,二级甲等_妇幼保健院_辽宁省_1,海城市妇幼保健院,https://db.yaozh.com/hmap/23305.html,|海城市妇幼保健院|	|二级甲等||妇幼保健院||辽宁省||鞍山市||海城市||100||海城市南关委四组4号
1__二级甲等_妇幼保健院__辽宁省_1_30,二级甲等_妇幼保健院_辽宁省_1,葫芦岛市妇幼保健院,https://db.yaozh.com/hmap/24049.html,葫芦岛市妇幼保健院|	|二级甲等||妇幼保健院||辽宁省||葫芦岛市||连山区||231||葫芦岛市连山区连山大街14号
1__二级甲等_妇幼保健院__辽宁省_1_30,二级甲等_妇幼保健院_辽宁省_1,开原市妇幼保健院,https://db.yaozh.com/hmap/25574.html,开原市妇幼保健院|	|二级甲等||妇幼保健院||辽宁省||铁岭市||开原市||30||开原市富强76号
1__二级甲等_妇幼保健院__辽宁省_1_30,二级甲等_妇幼保健院_辽宁省_1,营口市妇幼保健院,https://db.yaozh.com/hmap/33600.html,营口市妇幼保健院|	|二级甲等||妇幼保健院||辽宁省||营口市||站前区||80||营口市站前区康泰里1号
1__二级甲等_妇幼保健院__辽宁省_1_30,二级甲等_妇幼保健院_辽宁省_1,庄河市妇幼保健院,https://db.yaozh.com/hmap/35209.html,庄河市妇幼保健院|	|二级甲等||妇幼保健院||辽宁省||大连市||庄河市||80||庄河市延安路一段43号|
1__三级丙等_专科医院__吉林省_1_30,三级丙等_专科医院_吉林省_1,长春骨伤医院,https://db.yaozh.com/hmap/2199.html,|长春骨伤医院|	|三级丙等||专科医院||吉林省||长春市||宽城区||100||长春骨伤医院（宽城区）北京大街1169号|
1__三级乙等_妇幼保健院__山西省_1_30,三级乙等_妇幼保健院_山西省_1,大同市第一人民医院,https://db.yaozh.com/hmap/1756.html,|大同市第一人民医院|	|三级乙等||妇幼保健院||山西省||大同市||平城区||300||大同市大十字街7号
1__三级乙等_妇幼保健院__山西省_1_30,三级乙等_妇幼保健院_山西省_1,晋中市妇幼保健院,https://db.yaozh.com/hmap/1858.html,晋中市妇幼保健院|	|三级乙等||妇幼保健院||山西省||晋中市||榆次区||160||晋中市菜园街
1__三级乙等_妇幼保健院__山西省_1_30,三级乙等_妇幼保健院_山西省_1,忻州市妇幼保健院,https://db.yaozh.com/hmap/2080.html,忻州市妇幼保健院|	|三级乙等||妇幼保健院||山西省||忻州市||忻府区||100||忻州市七一北路36号|
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,沛县华佗医院,https://db.yaozh.com/hmap/28035.html,|沛县华佗医院|	|二级甲等||中医医院||江苏省||徐州市||沛县||500||沛县沛城镇东风路16号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,苏州市吴江区新中医院,https://db.yaozh.com/hmap/30197.html,苏州市吴江区新中医院|	|二级甲等||中医医院||江苏省||苏州市||吴江区||400||苏州市吴江区鲈乡山庄别墅小区9号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,睢宁县中医院,https://db.yaozh.com/hmap/30216.html,睢宁县中医院|	|二级甲等||中医医院||江苏省||徐州市||睢宁县||180||睢宁县八一东路75号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,泰兴市中医院,https://db.yaozh.com/hmap/30509.html,泰兴市中医院|	|二级甲等||中医医院||江苏省||泰州市||泰兴市||200||泰兴市大庆东路37号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,无锡市滨湖区中医院,https://db.yaozh.com/hmap/31590.html,无锡市滨湖区中医院|	|二级甲等||中医医院||江苏省||无锡市||滨湖区||167||无锡市滨湖区太湖镇周新中路103号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,咸丰县中医院,https://db.yaozh.com/hmap/32276.html,咸丰县中医院|	|二级甲等||中医医院||江苏省||徐州市||丰县||78||咸丰县高乐山镇文化路5号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,响水县中医院,https://db.yaozh.com/hmap/32450.html,响水县中医院|	|二级甲等||中医医院||江苏省||盐城市||响水县||60||响水县黄海东路35号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,新丰县中医院,https://db.yaozh.com/hmap/32546.html,新丰县中医院|	|二级甲等||中医医院||江苏省||徐州市||丰县||97||新丰县丰城镇新南路91号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,新沂市中医院,https://db.yaozh.com/hmap/32676.html,新沂市中医院|	|二级甲等||中医医院||江苏省||徐州市||新沂市||500||新沂市新安镇钟吾路80号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,兴化市中医院,https://db.yaozh.com/hmap/32802.html,兴化市中医院|	|二级甲等||中医医院||江苏省||泰州市||兴化市||200||兴化市昭阳镇长安北路北首
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,盱眙县中医院,https://db.yaozh.com/hmap/32891.html,盱眙县中医院|	|二级甲等||中医医院||江苏省||淮安市||盱眙县||280||盱眙县盱城镇
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,徐州市铜山区中医院,https://db.yaozh.com/hmap/32939.html,徐州市铜山区中医院|	|二级甲等||中医医院||江苏省||徐州市||铜山区||150||徐州市铜山区
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,扬中市中医院,https://db.yaozh.com/hmap/33182.html,扬中市中医院|	|二级甲等||中医医院||江苏省||镇江市||扬中市||136||扬中市三茅镇扬子东路125号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,扬州市广陵医院,https://db.yaozh.com/hmap/33184.html,扬州市广陵医院|	|二级甲等||中医医院||江苏省||扬州市||广陵区||120||扬州市广陵路71号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,扬州市江都区中医院,https://db.yaozh.com/hmap/33194.html,扬州市江都区中医院|	|二级甲等||中医医院||江苏省||扬州市||江都区||80||扬州市江都区江都镇北国春路6号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,仪征市中医院,https://db.yaozh.com/hmap/33380.html,仪征市中医院|	|二级甲等||中医医院||江苏省||扬州市||仪征市||120||仪征市大庆路270号
1__二级甲等_中医医院__江苏省_2_30,二级甲等_中医医院_江苏省_2,长丰县中医院,https://db.yaozh.com/hmap/34368.html,长丰县中医院|	|二级甲等||中医医院||江苏省||徐州市||丰县||60||长丰县|
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,太原市小店区人民医院,https://db.yaozh.com/hmap/30442.html,|太原市小店区人民医院|	|二级乙等||综合医院||山西省||太原市||小店区||151||太原市小店昌盛西街118号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,山西省针织厂医院,https://db.yaozh.com/hmap/30446.html,山西省针织厂医院|	|二级乙等||综合医院||山西省||太原市||小店区||110||太原市小店区黄陵
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,山西省荣军医院,https://db.yaozh.com/hmap/30449.html,山西省荣军医院|	|二级乙等||综合医院||山西省||太原市||小店区||330||太原市小店区荣军南街11号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,山西省水利工程局医院,https://db.yaozh.com/hmap/30450.html,山西省水利工程局医院|	|二级乙等||综合医院||山西省||太原市||小店区||120||太原市小店区杨家堡
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,太原市中心医院南院,https://db.yaozh.com/hmap/30455.html,太原市中心医院南院|	|二级乙等||综合医院||山西省||太原市||迎泽区||150||太原市兴隆街8号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,山西省国营新华化工厂医院,https://db.yaozh.com/hmap/30467.html,山西省国营新华化工厂医院|	|二级乙等||综合医院||山西省||太原市||杏花岭区||138||太原市杏花岭区迎新街
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,屯留县人民医院,https://db.yaozh.com/hmap/31147.html,屯留县人民医院|	|二级乙等||综合医院||山西省||长治市||屯留区||73||屯留区府西街214号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,万荣县第二人民医院,https://db.yaozh.com/hmap/31187.html,万荣县第二人民医院|	|二级乙等||综合医院||山西省||运城市||万荣县||65||万荣县
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,五台县第一人民医院,https://db.yaozh.com/hmap/31694.html,五台县第一人民医院|	|二级乙等||综合医院||山西省||忻州市||五台县||200||五台县城关西富
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,隰县人民医院,https://db.yaozh.com/hmap/32232.html,隰县人民医院|	|二级乙等||综合医院||山西省||临汾市||隰县||140||隰县城内南大街91号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,夏县第二人民医院,https://db.yaozh.com/hmap/32248.html,夏县第二人民医院|	|二级乙等||综合医院||山西省||运城市||夏县||60||夏县北街
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,乡宁县人民医院,https://db.yaozh.com/hmap/32314.html,乡宁县人民医院|	|二级乙等||综合医院||山西省||临汾市||乡宁县||100||乡宁县城内
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,忻州市中心医院,https://db.yaozh.com/hmap/32513.html,忻州市中心医院|	|二级乙等||综合医院||山西省||忻州市||忻府区||252||忻州市学道东街34号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,兴县人民医院,https://db.yaozh.com/hmap/32830.html,兴县人民医院|	|二级乙等||综合医院||山西省||吕梁市||兴县||200||兴县城内通惠泉1号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,阳泉煤业集团四矿医院,https://db.yaozh.com/hmap/33048.html,阳泉煤业集团四矿医院|	|二级乙等||综合医院||山西省||阳泉市||城区||100||阳泉矿务局煤山路40号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,阳泉市第四人民医院,https://db.yaozh.com/hmap/33246.html,阳泉市第四人民医院|	|二级乙等||综合医院||山西省||阳泉市||城区||208||阳泉市德胜东街
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,阳泉第二监狱医院,https://db.yaozh.com/hmap/33247.html,阳泉第二监狱医院|	|二级乙等||综合医院||山西省||阳泉市|||120||阳泉市固庄煤矿新区
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,阳泉煤业集团一矿医院,https://db.yaozh.com/hmap/33250.html,阳泉煤业集团一矿医院|	|二级乙等||综合医院||山西省||阳泉市||矿区||134||阳泉市矿区矿山路中沙坪57号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,阳泉煤业集团二矿医院,https://db.yaozh.com/hmap/33253.html,阳泉煤业集团二矿医院|	|二级乙等||综合医院||山西省||阳泉市||矿区||140||阳泉市矿区桃南西路5号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,应县人民医院,https://db.yaozh.com/hmap/33626.html,应县人民医院|	|二级乙等||综合医院||山西省||朔州市||应县||150||应县新建南路55号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,永济电机医院,https://db.yaozh.com/hmap/33682.html,永济电机医院|	|二级乙等||综合医院||山西省||运城市||永济市||117||永济市
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,垣曲县人民医院,https://db.yaozh.com/hmap/33953.html,垣曲县人民医院|	|二级乙等||综合医院||山西省||运城市||垣曲县||133||垣曲县新城大街96号
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,原平市第二人民医院,https://db.yaozh.com/hmap/33956.html,原平市第二人民医院|	|二级乙等||综合医院||山西省||忻州市||原平市||50||原平市
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,潞安矿业(集团)王庄医院,https://db.yaozh.com/hmap/34496.html,潞安矿业(集团)王庄医院|	|二级乙等||综合医院||山西省||长治市||襄垣县||240||长治市郊区故县
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,中铁三局一处医院,https://db.yaozh.com/hmap/34498.html,中铁三局一处医院|	|二级乙等||综合医院||山西省||长治市||潞州区||104||长治市郊区张庄
1__二级乙等_综合医院__山西省_3_30,二级乙等_综合医院_山西省_3,中阳县人民医院,https://db.yaozh.com/hmap/34791.html,中阳县人民医院|	|二级乙等||综合医院||山西省||吕梁市||中阳县||110||中阳县城南街|
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,康平县精神病防治院,https://db.yaozh.com/hmap/75216.html,|康平县精神病防治院|	|未定级||专科疾病防治院（所、站）||辽宁省||沈阳市||康平县||50||康平县胜利街
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,法库县精神病防治院,https://db.yaozh.com/hmap/75217.html,法库县精神病防治院|	|未定级||专科疾病防治院（所、站）||辽宁省||沈阳市||法库县||50||法库县五台子村
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,辽宁省精神病防治院,https://db.yaozh.com/hmap/76127.html,辽宁省精神病防治院|	|未定级||专科疾病防治院（所、站）||辽宁省||铁岭市||开原市||650||开原市富强街11号
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,丹东市职业病防治院,https://db.yaozh.com/hmap/78359.html,丹东市职业病防治院|	|未定级||专科疾病防治院（所、站）||辽宁省||丹东市||振兴区||200||丹东市振兴区春五路25号
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,营口市职业病防治院,https://db.yaozh.com/hmap/78438.html,营口市职业病防治院|	|未定级||专科疾病防治院（所、站）||辽宁省||营口市||站前区||50||营口市站前区康泰里1号
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,鞍山市结核病防治所,https://db.yaozh.com/hmap/79874.html,鞍山市结核病防治所|	|未定级||专科疾病防治院（所、站）||辽宁省||鞍山市||铁东区||60||鞍山市铁东区解放东路1号
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,丹东市结核病防治所,https://db.yaozh.com/hmap/79928.html,丹东市结核病防治所|	|未定级||专科疾病防治院（所、站）||辽宁省||丹东市||振兴区||99||丹东市振兴区桃源街40号
1__未定级_专科疾病防治院（所、站）__辽宁省_1_30,未定级_专科疾病防治院（所、站）_辽宁省_1,盘锦市结核病防治所,https://db.yaozh.com/hmap/80036.html,盘锦市结核病防治所|	|未定级||专科疾病防治院（所、站）||辽宁省||盘锦市||双台子区||25||盘锦市双台区红旗街|
1__三级甲等_中医医院__上海市_1_30,三级甲等_中医医院_上海市_1,上海市中医院,https://db.yaozh.com/hmap/1003.html,|上海市中医院|	|三级甲等||中医医院||上海市||上海市||静安区||530||上海市静安区芷江中路274号
1__三级甲等_中医医院__上海市_1_30,三级甲等_中医医院_上海市_1,上海中医药大学附属曙光医院东院,https://db.yaozh.com/hmap/1005.html,上海中医药大学附属曙光医院东院|	|三级甲等||中医医院||上海市||上海市||浦东新区||720||上海市浦东新区张衡路528号|
1__三级甲等_中西医结合医院__山东省_1_30,三级甲等_中西医结合医院_山东省_1,山东中医药大学第二附属医院,https://db.yaozh.com/hmap/609.html,|山东中医药大学第二附属医院|	|三级甲等||中西医结合医院||山东省||济南市||市中区||2100||济南市中区经八路1号
1__三级甲等_中西医结合医院__山东省_1_30,三级甲等_中西医结合医院_山东省_1,青岛市第五人民医院,https://db.yaozh.com/hmap/945.html,青岛市第五人民医院|	|三级甲等||中西医结合医院||山东省||青岛市||市南区||420||中国.山东省青岛市市南区嘉祥路3号|
1__三级乙等_中医医院__甘肃省_1_30,三级乙等_中医医院_甘肃省_1,武威市中医院,https://db.yaozh.com/hmap/2056.html,|武威市中医院|	|三级乙等||中医医院||甘肃省||武威市||凉州区||150||武威市复兴南路21号
1__三级乙等_中医医院__甘肃省_1_30,三级乙等_中医医院_甘肃省_1,武威市凉州区中医院,https://db.yaozh.com/hmap/2059.html,武威市凉州区中医院|	|三级乙等||中医医院||甘肃省||武威市||凉州区||330||武威市西大街57号|
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,鞍钢职业病防治院,https://db.yaozh.com/hmap/19863.html,|鞍钢职业病防治院|	|一级甲等||专科医院||辽宁省||鞍山市||铁东区||150||鞍山市铁东区汪峪路42号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,鞍山市博爱眼科医院,https://db.yaozh.com/hmap/19870.html,鞍山市博爱眼科医院|	|一级甲等||专科医院||辽宁省||鞍山市||铁西区||50||鞍山市西解放路58号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,大连药材肿瘤医院,https://db.yaozh.com/hmap/21314.html,大连药材肿瘤医院|	|一级甲等||专科医院||辽宁省||大连市||甘井子区||70||大连市甘井子区友谊街68号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,丹东市毛绢纺织厂职工医院,https://db.yaozh.com/hmap/21556.html,丹东市毛绢纺织厂职工医院|	|一级甲等||专科医院||辽宁省||丹东市||振安区||206||丹东市振安区五龙背镇毛绢路1号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,丹东市振兴区第二医院,https://db.yaozh.com/hmap/21562.html,丹东市振兴区第二医院|	|一级甲等||专科医院||辽宁省||丹东市||振兴区||70||丹东市振兴区浪头镇
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,丹东市化纤医院,https://db.yaozh.com/hmap/21568.html,丹东市化纤医院|	|一级甲等||专科医院||辽宁省||丹东市||振兴区||102||丹东市振兴区纤维街950号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,东港市长山医院东港市精神卫生中心,https://db.yaozh.com/hmap/21808.html,东港市长山医院东港市精神卫生中心|	|一级甲等||专科医院||辽宁省||丹东市||东港市||120||东港市长山镇
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,抚顺市辽宁电厂职工医院,https://db.yaozh.com/hmap/22401.html,抚顺市辽宁电厂职工医院|	|一级甲等||专科医院||辽宁省||抚顺市||新抚区||40||抚顺市抚宁北路1号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,辽宁省电力有限公司锦州供电公司职工医院,https://db.yaozh.com/hmap/25229.html,辽宁省电力有限公司锦州供电公司职工医院|	|一级甲等||专科医院||辽宁省||锦州市||太和区||122||锦州市太和区兴隆街道
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,沈阳飞机设计研究所职工医院,https://db.yaozh.com/hmap/29707.html,沈阳飞机设计研究所职工医院|	|一级甲等||专科医院||辽宁省||沈阳市||皇姑区||247||沈阳市皇故区塔湾街40号
1__一级甲等_专科医院__辽宁省_1_30,一级甲等_专科医院_辽宁省_1,沈阳市沈河区正阳精神病防治站,https://db.yaozh.com/hmap/29737.html,沈阳市沈河区正阳精神病防治站|	|一级甲等||专科医院||辽宁省||沈阳市||沈河区||80||沈阳市沈河区正阳街顺垣巷6-1号|
1__二级乙等_中医医院__海南省_1_30,二级乙等_中医医院_海南省_1,乐东县中医院,https://db.yaozh.com/hmap/25970.html,|乐东县中医院|	|二级乙等||中医医院||海南省||乐东黎族自治县||乐东黎族自治县||80||乐东县乐安路
1__二级乙等_中医医院__海南省_1_30,二级乙等_中医医院_海南省_1,琼中县中医院,https://db.yaozh.com/hmap/28754.html,琼中县中医院|	|二级乙等||中医医院||海南省||琼中黎族苗族自治县||琼中黎族苗族自治县||60||琼中县营红路|
